param	n	pearson	p	sigma
Strain_DH51	589	-0.06517	0.8197	1.5822
Strain_EDL933	589	0.04655	0.9022	1.1289
Strain_MG1653
Strain_MG1652
Strain_MG1651
Strain_MG1650
Strain_MG1649
Strain_MG1648
Strain_MG1647
Strain_MG1646
Strain_MG1645
Strain_MG1644
Strain_MG1643
Strain_EHEC	589	0.177	0.001639	4.3569
Strain_O157_H7	589	0.1139	0.4179	2.7773
Strain_P4XB2	589	0.02817	0.9347	0.6829
Strain_P4X	589	0.03995	0.9173	0.9686
Strain_BW13711	589	-0.07771	0.694	1.8885
Strain_BW25113	589	0.3905	4.4e-21	10.2775
Strain_W3110	589	0.1611	0.008431	3.9543
Strain_EMG2	589	0.04582	0.9041	1.1114
Strain_MG1655	589	-0.3665	3.095e-18	9.5424
Medium_glucose_limited_minimal_media	589	-0.1522	0.01961	3.7306
Medium_TB	589	-0.05653	0.8677	1.3719
Medium_MOPS	589	0.01164	0.9461	0.2819
Medium_LB	589	0.06165	0.8419	1.4965
Medium_LB_HOMOPIPES	589	0.2439	2.528e-07	6.0928
Medium_M9_MOPS	589	-0.002922	0.9481	0.0708
Medium_M9	589	-0.04256	0.9119	1.0321
Treatment_value	589	-0.02408	0.9386	0.5836
Treatment_conditions
Treatment_H2O2	589	-0.03233	0.9297	0.7838
Treatment_magnetic_powerline_intermittent	589	-0.05629	0.8687	1.3660
Treatment_magnetic_sinusoidal_intermittent	589	-0.04584	0.9041	1.1118
Treatment_magnetic_sinusoidal_continuous
Treatment_azlocillin
Treatment_nalidixic
Treatment_5_fluorouracil
Treatment_Cm
Treatment_IPTG	589	-0.0157	0.9443	0.3805
Treatment_indole	589	-0.01044	0.9465	0.2530
Treatment_temperature	589	0.1948	0.0002148	4.8115
Treatment_isatin
Treatment_hydroxyindole
Treatment_norepinephrine
Treatment_epinephrine
Treatment_DMF	589	0.3341	8.371e-15	8.5889
Treatment_arginine	589	0.03995	0.9173	0.9686
Treatment_L_methionine	589	0.04905	0.8951	1.1898
Treatment_glucose	589	-0.04031	0.9166	0.9774
Treatment_glycerol	589	-0.07158	0.7665	1.7386
Treatment_lactate	589	-0.02404	0.9387	0.5826
Treatment_tannin_extract
Treatment_Na2S_9H2O	589	-0.07771	0.694	1.8885
Treatment_L_cysteine_HCl	589	-0.07771	0.694	1.8885
Treatment_biofilm	589	0.3554	5.212e-17	9.2111
Treatment_pH	589	0.2394	5.037e-07	5.9736
Treatment_KCl	589	0.2439	2.528e-07	6.0928
Treatment_succinate
Treatment_gly
Treatment_anaerobic	589	0.1046	0.7625	2.5493
Treatment_aerobic	589	0.09938	0.04673	2.4198
nhaR	589	-0.0009709	0.9482	0.0235
caiF	589	-0.07527	0.726	1.8289
araC	589	0.2114	2.657e-05	5.2400
sgrR	589	0.315	5.652e-13	8.0421
leuO	589	0.2706	3.07e-09	6.8099
cra	589	0.0992	0.05678	2.4154
pdhR	589	-0.2701	3.351e-09	6.7963
sfsA	589	0.1242	0.2001	3.0336
cdaR	589	-0.2434	2.722e-07	6.0801
yafC	589	-0.3343	8.045e-15	8.5939
dinJ	589	-0.03909	0.919	0.9477
crl	589	0.2139	1.91e-05	5.3046
perR	589	-0.2933	4.63e-11	7.4335
yagA	589	0.1081	0.6132	2.6342
yagI	589	0.2463	1.725e-07	6.1579
yagP	589	-0.1419	0.04896	3.4723
ecpR	589	-0.1644	0.006074	4.0380
ykgA	589	-0.3139	7.187e-13	8.0100
ykgD	589	-0.02764	0.9352	0.6700
betI	589	0.3051	4.454e-12	7.7622
yahB	589	-0.1325	0.1061	3.2384
yahD	589	0.3019	8.535e-12	7.6721
prpR	589	0.3623	9.059e-18	9.4175
cynR	589	0.2933	4.615e-11	7.4339
lacI	589	-0.0936	0.3154	2.2777
mhpR	589	0.1998	0.0001171	4.9395
frmR	589	-0.1965	0.0001741	4.8562
yaiV	589	-0.195	0.0002083	4.8181
yaiW	589	-0.3529	9.567e-17	9.1386
phoB	589	0.3198	2.023e-13	8.1784
nrdR	589	0.2182	1.063e-05	5.4176
bolA	589	0.01468	0.9449	0.3556
hupB	589	0.2983	1.745e-11	7.5720
ybaO	589	0.03411	0.9272	0.8270
acrR	589	-0.274	1.691e-09	6.9016
ybaQ	589	-0.01244	0.9458	0.3015
cueR	589	-0.2288	2.402e-06	5.6952
ylbG	589	-0.3255	5.794e-14	8.3416
allS	589	-0.2457	1.894e-07	6.1421
allR	589	-0.0409	0.9154	0.9917
fimZ	589	-0.3436	9.091e-16	8.8654
appY	589	-0.3729	5.703e-19	9.7363
envY	589	-0.3629	7.699e-18	9.4365
cusR	589	-0.309	1.995e-12	7.8721
ybdO	589	-0.3519	1.244e-16	9.1071
dpiA	589	-0.3129	8.817e-13	7.9826
cspE	589	-0.1603	0.009132	3.9337
ybeF	589	-0.3143	6.612e-13	8.0212
nagC	589	-0.24	4.584e-07	5.9901
fur	589	-0.02778	0.9351	0.6733
kdpE	589	0.2171	1.237e-05	5.3887
abrB	589	0.0455	0.9049	1.1036
mngR	589	-0.1451	0.03692	3.5540
modE	589	0.3401	2.114e-15	8.7612
ybhD	589	-0.2492	1.098e-07	6.2342
ybhN	589	-0.1685	0.004018	4.1412
ybiH	589	-0.2238	4.912e-06	5.5633
mntR	589	0.3339	8.756e-15	8.5832
deoR	589	0.02871	0.9341	0.6959
ybjK	589	-0.08261	0.6141	2.0083
lrp	589	0.07388	0.7422	1.7950
ycaN	589	-0.3599	1.672e-17	9.3456
ihfB	589	0.06104	0.8453	1.4816
torR	589	-0.2505	8.951e-08	6.2683
rutR	589	0.05591	0.8704	1.3566
csgD	589	-0.2378	6.437e-07	5.9307
flgM	589	0.06983	0.7829	1.6959
ycfQ	589	-0.09001	0.4369	2.1896
phoP	589	0.2062	5.203e-05	5.1059
ymfT	589	0.2326	1.389e-06	5.7942
ymfL	589	0.1461	0.03404	3.5771
ymfN	589	0.2712	2.742e-09	6.8273
bluR	589	-0.1013	0.9336	2.4679
fadR	589	0.06763	0.8014	1.6424
dhaR	589	-0.3227	1.076e-13	8.2611
ychQ	589	0.2264	3.389e-06	5.6321
ychA	589	0.05602	0.8699	1.3594
narL	589	-0.02742	0.9355	0.6647
hns	589	0.2528	6.172e-08	6.3301
cysB	589	0.1653	0.005576	4.0596
yciT	589	0.1788	0.00135	4.4022
puuR	589	0.2481	1.298e-07	6.2061
pspF	589	0.1752	0.001988	4.3113
pspB	589	0.01083	0.9464	0.2625
pspC	589	-0.07906	0.6743	1.9215
ycjW	589	0.0207	0.9413	0.5016
tyrR	589	0.201	0.0001004	4.9715
ycjZ	589	-0.02635	0.9365	0.6387
fnr	589	0.05691	0.866	1.3810
abgR	589	0.1376	0.07018	3.3655
racR	589	-0.07596	0.7175	1.8456
ydaS	589	-0.3522	1.143e-16	9.1173
feaR	589	-0.2405	4.229e-07	6.0041
paaX	589	0.2263	3.458e-06	5.6284
ydcI	589	-0.107	0.6563	2.6080
ydcN	589	-0.1331	0.1009	3.2542
ydcR	589	0.1847	0.0006955	4.5539
mcbR	589	0.07726	0.7003	1.8774
yddM	589	0.03236	0.9296	0.7843
ydeM	589	-0.3678	2.203e-18	9.5816
ydeO	589	-0.3381	3.368e-15	8.7032
yneL	589	0.01227	0.9459	0.2972
hipA	589	0.1626	0.007251	3.9930
hipB	589	0.16	0.009343	3.9278
lsrR	589	0.2141	1.864e-05	5.3094
yneJ	589	0.2896	9.469e-11	7.3305
marR	589	0.1663	0.004997	4.0870
marA	589	-0.1359	0.08065	3.3233
ydfH	589	0.1095	0.5596	2.6690
cspB	589	0.1026	0.8652	2.4988
relB	589	-0.1651	0.005652	4.0561
dicC	589	0.02171	0.9406	0.5260
dicA	589	0.2095	3.39e-05	5.1917
mlc	589	0.07604	0.7164	1.8477
ynfL	589	0.1962	0.0001802	4.8488
rstA	589	-0.04182	0.9135	1.0141
uidR	589	0.2224	5.967e-06	5.5269
malI	589	-0.2753	1.326e-09	6.9387
slyA	589	0.2372	7.046e-07	5.9148
nemR	589	0.1635	0.006659	4.0147
purR	589	0.1809	0.001072	4.4555
ydhB	589	0.2578	2.707e-08	6.4651
ydiP	589	-0.3429	1.085e-15	8.8436
ihfA	589	0.03189	0.9302	0.7729
chbR	589	-0.1233	0.2143	3.0106
osmE	589	0.04586	0.904	1.1122
ydjF	589	-0.2429	2.928e-07	6.0676
yeaM	589	-0.2042	6.726e-05	5.0538
dmlR	589	0.08369	0.5931	2.0347
cspC	589	0.2654	7.592e-09	6.6684
kdgR	589	0.2333	1.254e-06	5.8125
yebK	589	0.3702	1.16e-18	9.6553
flhC	589	0.008482	0.9471	0.2055
flhD	589	0.1916	0.0003154	4.7287
uvrY	589	0.3213	1.476e-13	8.2198
sdiA	589	0.07965	0.6651	1.9360
fliZ	589	0.05019	0.8916	1.2176
fliA	589	-0.009715	0.9468	0.2354
rcsA	589	-0.3143	6.622e-13	8.0210
yedW	589	0.3022	8.02e-12	7.6808
cbl	589	-0.2643	9.184e-09	6.6383
nac	589	-0.2111	2.773e-05	5.2315
yeeY	589	-0.2512	8.013e-08	6.2868
yefM	589	-0.2842	2.61e-10	7.1822
baeR	589	0.3314	1.571e-14	8.5091
ogrK	589	0.04198	0.9132	1.0180
gatR_1	589	-0.1429	0.04488	3.4977
yegW	589	-0.3457	5.532e-16	8.9263
rcnR	589	0.01406	0.9451	0.3407
yehT	589	0.3078	2.575e-12	7.8373
mlrA	589	-0.07284	0.7536	1.7694
galS	589	-0.01663	0.9439	0.4029
yeiE	589	0.3648	4.751e-18	9.4927
yeiL	589	-0.1711	0.003068	4.2071
narP	589	0.2301	1.993e-06	5.7291
ada	589	0.357	3.477e-17	9.2592
rcsB	589	-0.0256	0.9373	0.6203
atoC	589	0.2647	8.457e-09	6.6514
yfaX	589	0.2377	6.51e-07	5.9287
lrhA	589	0.008445	0.9471	0.2046
dsdX	589	-0.274	1.671e-09	6.9035
evgA	589	-0.2122	2.378e-05	5.2618
ypdB	589	0.351	1.545e-16	9.0810
ypdC	589	-0.1253	0.1842	3.0610
yfeC	589	0.2675	5.253e-09	6.7263
yfeD	589	-0.13	0.1293	3.1761
xapR	589	-0.08203	0.6248	1.9943
yfeR	589	-0.1257	0.18	3.0688
murR	589	0.378	1.439e-19	9.8920
eutR	589	-0.2467	1.617e-07	6.1689
gcvR	589	0.1713	0.003013	4.2115
hyfR	589	-0.26	1.881e-08	6.5239
iscR	589	-0.02974	0.9329	0.7207
hcaR	589	0.07488	0.7306	1.8194
yphH	589	0.2396	4.893e-07	5.9787
glrR	589	0.322	1.272e-13	8.2393
yfhH	589	-0.2955	3.04e-11	7.4935
rseC	589	-0.07237	0.7585	1.7580
rseB	589	0.3135	7.857e-13	7.9981
rpoE	589	0.05117	0.8883	1.2414
yfiE	589	-0.1468	0.03176	3.5967
alpA	589	-0.2605	1.721e-08	6.5381
yfjR	589	-0.2479	1.34e-07	6.2007
csiR	589	0.3908	4.086e-21	10.2856
ygaV	589	0.1279	0.152	3.1240
stpA	589	0.04705	0.9009	1.1412
mprA	589	0.07169	0.7654	1.7414
gutM	589	0.2459	1.861e-07	6.1451
srlR	589	-0.03165	0.9306	0.7671
norR	589	-0.1138	0.4192	2.7762
ascG	589	-0.2961	2.688e-11	7.5110
hycA	589	-0.1379	0.06829	3.3737
fhlA	589	0.1545	0.0158	3.7891
ygbI	589	-0.3092	1.916e-12	7.8776
rpoS	589	-0.02297	0.9396	0.5568
fucR	589	-0.1319	0.111	3.2243
gcvA	589	0.2022	8.612e-05	5.0031
galR	589	-0.1118	0.482	2.7249
lysR	589	-0.2603	1.785e-08	6.5323
ygeH	589	-0.2955	3.019e-11	7.4945
ygeK	589	-0.2802	5.438e-10	7.0732
ygeV	589	-0.08204	0.6247	1.9943
argP	589	-0.3943	1.487e-21	10.3951
ygfI	589	-0.244	2.491e-07	6.0953
yggD	589	-0.07155	0.7667	1.7381
glcC	589	0.05437	0.8767	1.3193
yghO	589	-0.1722	0.002724	4.2360
yqhC	589	0.001233	0.9482	0.0299
mqsA	589	-0.2982	1.787e-11	7.5686
ygiV	589	-0.09606	0.2138	2.3381
qseB	589	-0.1653	0.005571	4.0598
ttdR	589	-0.07862	0.6809	1.9108
rpoD	589	-0.2751	1.373e-09	6.9334
yqjI	589	-0.09222	0.3655	2.2438
ebgR	589	-0.09814	0.1134	2.3894
higA	589	-0.2838	2.806e-10	7.1715
exuR	589	-0.3009	1.035e-11	7.6452
yhaJ	589	0.2831	3.221e-10	7.1511
tdcA	589	-0.1715	0.002938	4.2176
tdcR	589	-0.279	6.868e-10	7.0382
agaR	589	0.3893	6.224e-21	10.2397
sfsB	589	-0.1861	0.0005958	4.5886
ibaG	589	0.08025	0.6555	1.9506
rpoN	589	-0.05392	0.8784	1.3083
yhcF	589	-0.3365	4.8e-15	8.6589
nanR	589	-0.03508	0.9257	0.8504
argR	589	-0.4157	2.328e-24	11.0749
aaeR	589	-0.3705	1.082e-18	9.6632
fis	589	-0.02347	0.9392	0.5688
envR	589	-0.3176	3.261e-13	8.1153
zntR	589	0.1481	0.02847	3.6275
yheO	589	-0.06185	0.8407	1.5014
crp	589	-0.1356	0.08235	3.3169
frlR	589	-0.1743	0.002195	4.2878
ompR	589	-0.1154	0.3758	2.8157
feoC	589	-0.08313	0.6041	2.0211
malT	589	0.1347	0.089	3.2931
rtcR	589	-0.234	1.128e-06	5.8315
glpR	589	-0.05841	0.859	1.4176
gntR	589	0.2642	9.32e-09	6.6360
rpoH	589	0.0179	0.9431	0.4337
nikR	589	-0.2963	2.604e-11	7.5154
arsR	589	-0.03755	0.9217	0.9104
dctR	589	-0.1868	0.0005496	4.6066
gadE	589	0.04883	0.8958	1.1843
gadW	589	-0.2828	3.388e-10	7.1436
gadX	589	-0.1039	0.7961	2.5322
yhjB	589	-0.3269	4.276e-14	8.3809
yhjC	589	-0.3523	1.106e-16	9.1212
yiaG	589	-0.07765	0.6949	1.8869
cspA	589	-0.008803	0.947	0.2133
xylR	589	-0.1291	0.1385	3.1540
yiaJ	589	-0.3096	1.765e-12	7.8888
yiaU	589	-0.2449	2.154e-07	6.1202
mtlR	589	-0.257	3.12e-08	6.4420
lldR	589	-0.2488	1.161e-07	6.2247
uhpA	589	-0.1128	0.4485	2.7515
yidF	589	-0.02587	0.937	0.6271
yidL	589	-0.1828	0.0008673	4.5039
yidP	589	-0.2478	1.369e-07	6.1970
dnaA	589	0.2994	1.404e-11	7.6026
yidZ	589	-0.3229	1.034e-13	8.2663
asnC	589	-0.2862	1.795e-10	7.2373
rbsR	589	-0.143	0.04456	3.4998
ilvY	589	-0.1148	0.3928	2.7997
rho	589	-0.09891	0.07254	2.4083
metR	589	-0.3938	1.695e-21	10.3810
rfaH	589	-0.007634	0.9473	0.1850
glnG	589	0.2169	1.268e-05	5.3839
yihL	589	-0.2447	2.234e-07	6.1140
yihW	589	-0.1495	0.02496	3.6642
yiiE	589	-0.1145	0.4001	2.7931
frvR	589	0.1233	0.2143	3.0107
rhaS	589	0.1677	0.004351	4.1215
rhaR	589	-0.2722	2.329e-09	6.8525
cpxR	589	-0.1952	0.0002041	4.8224
cytR	589	-0.04666	0.9019	1.1317
metJ	589	0.1282	0.1481	3.1324
yijO	589	-0.3174	3.379e-13	8.1106
oxyR	589	-0.223	5.472e-06	5.5432
fabR	589	0.2706	3.054e-09	6.8107
birA	589	0.2656	7.246e-09	6.6757
hupA	589	0.2041	6.812e-05	5.0512
zraR	589	0.2448	2.197e-07	6.1168
iclR	589	-0.2314	1.656e-06	5.7626
lexA	589	0.3611	1.223e-17	9.3823
zur	589	0.349	2.49e-16	9.0234
soxS	589	-0.3529	9.565e-17	9.1386
soxR	589	-0.2596	1.999e-08	6.5140
rpiR	589	0.1921	0.0002966	4.7421
phnF	589	0.1533	0.01771	3.7582
basR	589	0.1409	0.05302	3.4490
adiY	589	-0.1235	0.2121	3.0141
melR	589	-0.2728	2.087e-09	6.8694
dcuR	589	-0.07708	0.7027	1.8731
cadC	589	-0.2295	2.166e-06	5.7140
yjdC	589	-0.1544	0.01593	3.7869
nsrR	589	0.2027	8.098e-05	5.0158
yjfJ	589	-0.03159	0.9306	0.7658
aidB	589	0.1148	0.3922	2.8003
ulaR	589	-0.3377	3.63e-15	8.6938
ytfA	589	-0.1435	0.04256	3.5131
ytfH	589	-0.08046	0.652	1.9558
treR	589	-0.1949	0.0002108	4.8155
bdcR	589	0.1321	0.1096	3.2283
idnR	589	0.03324	0.9284	0.8057
fecR	589	0.03516	0.9256	0.8523
fecI	589	-0.04268	0.9117	1.0350
yjhU	589	-0.05472	0.8753	1.3276
yjhI	589	-0.2776	8.779e-10	7.0012
sgcR	589	-0.2891	1.044e-10	7.3163
uxuR	589	0.3556	4.97e-17	9.2168
yjiE	589	0.3196	2.122e-13	8.1721
yjiR	589	0.2973	2.143e-11	7.5430
yjjM	589	0.3196	2.121e-13	8.1722
yjjQ	589	-0.2755	1.273e-09	6.9449
bglJ	589	-0.2331	1.283e-06	5.8084
yjjJ	589	-0.125	0.189	3.0527
trpR	589	0.289	1.059e-10	7.3142
rob	589	-0.1041	0.7904	2.5350
creB	589	-0.14	0.0576	3.4245
arcA	589	0.0453	0.9055	1.0986
dgoR	589	-0.1044	0.7737	2.5435
hdfR	589	-0.1832	0.0008233	4.5158
putA	589	0.2498	9.946e-08	6.2507
alaS	589	0.3337	9.318e-15	8.5754
pepA	589	0.2354	9.123e-07	5.8692
nadR	589	0.4041	8.367e-23	10.7021
thrA	589	-0.3153	5.285e-13	8.0511
thrB	589	-0.01333	0.9455	0.3230
thrC	589	-0.241	3.949e-07	6.0159
yaaJ	589	-0.07572	0.7204	1.8399
talB	589	0.2476	1.417e-07	6.1912
mog	589	0.4171	1.532e-24	11.1179
nhaA	589	0.5216	4.915e-42	14.8127
ribF	589	0.1991	0.0001277	4.9214
ileS	589	0.3053	4.292e-12	7.7672
ispH	589	0.1538	0.01684	3.7720
rihC	589	0.05181	0.8862	1.2570
dapB	589	0.2329	1.326e-06	5.8026
carA	589	-0.0593	0.8546	1.4392
carB	589	0.04433	0.9079	1.0751
caiD	589	0.02538	0.9375	0.6151
caiC	589	-0.2768	1.014e-09	6.9794
caiB	589	0.1032	0.8339	2.5136
caiT	589	-0.0885	0.48	2.1526
kefC	589	0.3242	7.758e-14	8.3038
folA	589	0.2699	3.453e-09	6.7916
apaH	589	-0.1619	0.007807	3.9741
pdxA	589	0.07737	0.6987	1.8802
araD	589	0.3587	2.276e-17	9.3093
araA	589	0.124	0.203	3.0288
araB	589	0.1582	0.01112	3.8823
thiQ	589	0.3235	9.087e-14	8.2832
thiP	589	0.2556	3.926e-08	6.4045
tbpA	589	0.2839	2.769e-10	7.1735
setA	589	0.2938	4.192e-11	7.4477
leuD	589	0.1144	0.4036	2.7900
leuC	589	0.1309	0.1201	3.1996
leuB	589	0.1067	0.6719	2.5989
leuA	589	0.1238	0.2066	3.0230
ilvI	589	0.1456	0.03552	3.5650
ilvH	589	0.1539	0.0167	3.7742
ftsI	589	0.1691	0.003787	4.1557
murE	589	0.3852	1.959e-20	10.1139
murF	589	0.3785	1.262e-19	9.9067
mraY	589	0.04841	0.897	1.1744
murD	589	0.3309	1.741e-14	8.4960
murG	589	0.3919	2.956e-21	10.3208
murC	589	0.3677	2.228e-18	9.5803
ddlB	589	0.4171	1.511e-24	11.1192
lpxC	589	-0.06089	0.8462	1.4779
mutT	589	0.2775	9.033e-10	6.9969
coaE	589	-0.08521	0.561	2.0719
guaC	589	0.07099	0.7722	1.7242
nadC	589	-0.2004	0.0001088	4.9548
ampD	589	-0.131	0.1193	3.2016
aroP	589	-0.4511	1.642e-29	12.2471
aceE	589	0.1493	0.02556	3.6576
aceF	589	0.1885	0.0004502	4.6508
lpd	589	0.1047	0.7588	2.5512
acnB	589	0.1889	0.00043	4.6609
speD	589	0.1363	0.07774	3.3345
speE	589	-0.07533	0.7252	1.8304
cueO	589	0.2351	9.633e-07	5.8595
gcd	589	-0.1017	0.9147	2.4762
hpt	589	0.1723	0.002699	4.2382
can	589	0.3315	1.519e-14	8.5134
panD	589	-0.1459	0.03461	3.5723
panC	589	0.06567	0.8161	1.5946
panB	589	0.2337	1.179e-06	5.8236
folK	589	-0.2708	2.95e-09	6.8160
mrcB	589	0.03165	0.9305	0.7673
fhuA	589	0.05485	0.8748	1.3309
fhuC	589	-0.06246	0.8371	1.5163
fhuD	589	0.3484	2.869e-16	9.0062
fhuB	589	0.2908	7.51e-11	7.3640
hemL	589	0.2615	1.459e-08	6.5646
clcA	589	0.1442	0.04022	3.5294
btuF	589	-0.2086	3.805e-05	5.1687
mtn	589	-0.01505	0.9447	0.3647
dgt	589	-0.1157	0.3686	2.8226
dapD	589	0.1367	0.07566	3.3427
pyrH	589	0.2239	4.872e-06	5.5648
dxr	589	0.3823	4.361e-20	10.0253
ispU	589	0.2022	8.671e-05	5.0017
cdsA	589	0.342	1.342e-15	8.8174
lpxD	589	0.343	1.048e-15	8.8479
fabZ	589	0.2984	1.697e-11	7.5759
lpxA	589	0.286	1.869e-10	7.2313
lpxB	589	0.3328	1.121e-14	8.5519
accA	589	0.158	0.01131	3.8780
ldcC	589	0.249	1.139e-07	6.2280
proS	589	0.2733	1.899e-09	6.8838
metQ	589	-0.02822	0.9346	0.6839
metI	589	-0.1126	0.4566	2.7449
metN	589	0.04309	0.9107	1.0451
gmhB	589	-0.008926	0.947	0.2163
dkgB	589	-0.3439	8.553e-16	8.8729
gloB	589	-0.2566	3.306e-08	6.4326
fadE	589	-0.1197	0.2784	2.9214
lpcA	589	0.2933	4.647e-11	7.4330
pepD	589	-0.2083	3.99e-05	5.1592
gpt	589	0.1649	0.005777	4.0507
phoE	589	-0.2641	9.379e-09	6.6350
proB	589	0.2302	1.976e-06	5.7306
proA	589	-0.2057	5.571e-05	5.0921
mmuP	589	0.1868	0.0005511	4.6060
mmuM	589	-0.0826	0.6144	2.0080
argF	589	0.07902	0.6749	1.9205
ykgE	589	0.05321	0.8811	1.2910
ykgF	589	0.04563	0.9046	1.1068
ykgG	589	0.1414	0.05094	3.4608
betA	589	0.1883	0.0004602	4.6460
betB	589	0.2807	4.993e-10	7.0859
betT	589	0.3577	2.89e-17	9.2811
yahI	589	0.3723	6.567e-19	9.7203
prpB	589	0.3853	1.899e-20	10.1173
prpC	589	0.3551	5.602e-17	9.2025
prpD	589	0.3703	1.125e-18	9.6588
codB	589	0.1265	0.1683	3.0908
codA	589	0.2253	3.99e-06	5.6019
cynT	589	0.289	1.054e-10	7.3149
cynS	589	-0.2134	2.044e-05	5.2914
cynX	589	0.09426	0.2898	2.2939
lacZ	589	0.261	1.606e-08	6.5492
mhpA	589	0.3057	3.967e-12	7.7781
mhpB	589	-0.1314	0.1161	3.2103
mhpC	589	0.1947	0.0002179	4.8084
mhpD	589	0.383	3.67e-20	10.0444
mhpF	589	0.328	3.345e-14	8.4124
mhpE	589	0.3595	1.859e-17	9.3332
mhpT	589	0.2967	2.373e-11	7.5286
frmB	589	-0.2778	8.461e-10	7.0068
frmA	589	0.1618	0.007847	3.9728
tauA	589	-0.2579	2.665e-08	6.4676
tauB	589	0.1815	0.0009955	4.4725
tauC	589	0.155	0.01506	3.8020
tauD	589	0.05325	0.881	1.2920
hemB	589	-0.2496	1.021e-07	6.2463
ddlA	589	0.1187	0.2995	2.8960
phoA	589	-0.2272	3.043e-06	5.6519
proC	589	0.2414	3.702e-07	6.0271
aroL	589	0.02008	0.9417	0.4865
mak	589	-0.08525	0.5599	2.0731
brnQ	589	-0.2243	4.575e-06	5.5765
malZ	589	-0.1426	0.04588	3.4913
acpH	589	-0.1674	0.004499	4.1132
tsx	589	0.4188	8.735e-25	11.1753
ribD	589	-0.1868	0.0005515	4.6058
ribE	589	0.1208	0.2567	2.9494
thiL	589	0.1244	0.1983	3.0367
pgpA	589	0.003001	0.9481	0.0727
dxs	589	-0.3199	1.998e-13	8.1801
ispA	589	0.01078	0.9464	0.2613
thiI	589	0.07155	0.7668	1.7379
panE	589	-0.2679	4.887e-09	6.7376
cyoE	589	0.1785	0.001389	4.3956
cyoD	589	0.1842	0.0007372	4.5408
cyoC	589	0.03084	0.9316	0.7476
cyoB	589	0.08446	0.5772	2.0536
cyoA	589	0.07793	0.6909	1.8939
ampG	589	-0.1845	0.0007125	4.5485
queC	589	-0.1655	0.005429	4.0663
cof	589	-0.1574	0.01201	3.8621
amtB	589	0.1269	0.164	3.0993
tesB	589	-0.2372	7.038e-07	5.9150
maa	589	-0.03575	0.9247	0.8667
acrB	589	0.2189	9.686e-06	5.4354
acrA	589	0.2224	5.969e-06	5.5269
apt	589	0.2809	4.824e-10	7.0910
adk	589	0.1791	0.001298	4.4113
hemH	589	0.08945	0.4533	2.1760
gsk	589	-0.1488	0.02667	3.6458
ushA	589	0.2221	6.196e-06	5.5199
copA	589	0.2162	1.393e-05	5.3658
ybaS	589	0.2064	5.067e-05	5.1112
tesA	589	-0.1507	0.02241	3.6940
allA	589	0.298	1.861e-11	7.5629
gcl	589	-0.2956	2.975e-11	7.4965
hyi	589	-0.1102	0.5331	2.6873
glxR	589	0.1374	0.07098	3.3620
ybbW	589	-0.2208	7.489e-06	5.4842
allB	589	-0.2908	7.539e-11	7.3634
glxK	589	0.3757	2.694e-19	9.8213
allC	589	0.2155	1.546e-05	5.3457
allD	589	-0.2632	1.092e-08	6.6109
ybcF	589	0.0683	0.796	1.6588
purK	589	-0.05416	0.8775	1.3142
purE	589	-0.06118	0.8446	1.4850
lpxH	589	0.2937	4.317e-11	7.4435
cysS	589	0.2335	1.21e-06	5.8189
folD	589	0.1002	0.9998	2.4397
cusC	589	-0.3002	1.201e-11	7.6245
cusF	589	-0.2563	3.492e-08	6.4236
cusB	589	-0.166	0.005152	4.0794
cusA	589	-0.3298	2.223e-14	8.4648
pheP	589	-0.361	1.254e-17	9.3795
nfsB	589	-0.1991	0.0001278	4.9213
entD	589	-0.4329	9.09e-27	11.6339
fepA	589	-0.3642	5.568e-18	9.4743
fes	589	-0.2971	2.23e-11	7.5374
entF	589	-0.3051	4.464e-12	7.7619
fepC	589	-0.303	6.835e-12	7.7029
fepG	589	-0.01213	0.9459	0.2939
fepD	589	-0.2362	8.173e-07	5.8887
entS	589	-0.1126	0.4563	2.7451
fepB	589	-0.2652	7.809e-09	6.6640
entC	589	-0.2823	3.721e-10	7.1297
entE	589	0.1198	0.2772	2.9229
entB	589	-0.2978	1.929e-11	7.5578
entA	589	-0.3192	2.305e-13	8.1612
dsbG	589	-0.2886	1.138e-10	7.3038
citT	589	-0.247	1.555e-07	6.1756
citG	589	-0.2647	8.523e-09	6.6501
citX	589	-0.266	6.757e-09	6.6867
citF	589	-0.2409	4.013e-07	6.0132
citE	589	-0.3064	3.452e-12	7.7972
citD	589	-0.1922	0.000291	4.7462
dcuC	589	-0.29	8.837e-11	7.3404
pagP	589	-0.2811	4.624e-10	7.0974
lipA	589	-0.3084	2.256e-12	7.8554
lipB	589	-0.3361	5.288e-15	8.6467
dacA	589	-0.2421	3.335e-07	6.0452
mrdA	589	-0.2887	1.118e-10	7.3063
cobC	589	-0.3217	1.343e-13	8.2321
nadD	589	-0.2758	1.22e-09	6.9514
leuS	589	-0.2758	1.223e-09	6.9510
hscC	589	-0.3184	2.783e-13	8.1363
rihA	589	-0.1602	0.00923	3.9309
gltL	589	-0.4287	3.656e-26	11.4956
gltK	589	-0.4083	2.315e-23	10.8370
gltJ	589	-0.292	5.973e-11	7.3969
gltI	589	-0.5413	3.533e-46	15.5989
lnt	589	0.2672	5.509e-09	6.7188
ubiF	589	0.0578	0.8619	1.4028
asnB	589	-0.2146	1.737e-05	5.3231
nagA	589	0.3977	5.584e-22	10.5004
nagB	589	0.2983	1.733e-11	7.5729
