param	n	pearson	p	sigma
ycjF	589	0.1602	0.009171	3.9326
tpx	589	0.1578	0.01159	3.8714
ycjY	589	-0.01997	0.9418	0.4839
ynaI	589	0.1383	0.06618	3.3831
ynaJ	589	-0.0708	0.774	1.7196
uspE	589	0.2159	1.448e-05	5.3583
ogt	589	0.08943	0.4538	2.1755
abgT	589	-0.172	0.002778	4.2312
abgB	589	0.01222	0.9459	0.2961
abgA	589	-0.01385	0.9452	0.3357
smrA	589	0.2756	1.251e-09	6.9475
ydaM	589	-0.104	0.7913	2.5346
ydaN	589	-0.1982	0.0001417	4.8995
dbpA	589	0.3947	1.315e-21	10.4084
ttcA	589	0.1138	0.4205	2.7750
intR	589	0.02892	0.9338	0.7011
ydaQ	589	-0.1622	0.007581	3.9816
rcbA	589	-0.2781	7.992e-10	7.0154
lar	589	-0.2543	4.846e-08	6.3699
recT	589	-0.21	3.18e-05	5.2044
recE	589	-0.1371	0.07317	3.3529
racC	589	-0.267	5.766e-09	6.7117
kilR	589	-0.2224	5.958e-06	5.5272
sieB	589	-0.3021	8.167e-12	7.6782
b1354	589	-0.3274	3.84e-14	8.3947
ydaG	589	-0.1964	0.0001772	4.8525
ydaT	589	0.07702	0.7035	1.8716
ydaU	589	0.08542	0.5562	2.0773
ydaV	589	0.05262	0.8833	1.2767
ydaW	589	-0.06263	0.8361	1.5204
rzpR	589	-0.2475	1.436e-07	6.1890
b1364	589	0.2454	1.998e-07	6.1330
ynaK	589	0.142	0.04862	3.4744
ydaY	589	0.1089	0.5808	2.6549
b1367	589	-0.3043	5.243e-12	7.7396
ynaA	589	-0.257	3.118e-08	6.4421
lomR_1	589	0.1558	0.01401	3.8213
insH_5	589	-0.2295	2.189e-06	5.7121
lomR_2	589	0.257	3.115e-08	6.4422
stfR	589	0.01572	0.9443	0.3809
pinR	589	-0.3111	1.291e-12	7.9311
ynaE	589	-0.2294	2.218e-06	5.7097
uspF	589	-0.0804	0.6531	1.9543
hslJ	589	0.08618	0.5389	2.0957
ydbH	589	-0.08817	0.4888	2.1446
ynbE	589	0.1935	0.0002513	4.7779
ydbL	589	0.2922	5.796e-11	7.4013
paaI	589	0.03448	0.9266	0.8359
paaY	589	0.2014	9.502e-05	4.9828
ydbA_1	589	-0.3662	3.284e-18	9.5355
ydbA_2	589	-0.1425	0.04647	3.4876
ydbC	589	0.1842	0.0007396	4.5401
ydbD	589	-0.05726	0.8644	1.3895
ynbA	589	0.1138	0.4192	2.7762
ynbB	589	-0.2322	1.474e-06	5.7835
ynbC	589	-0.1882	0.0004681	4.6422
ynbD	589	-0.1557	0.01411	3.8193
azoR	589	0.002161	0.9482	0.0524
hrpA	589	0.2451	2.086e-07	6.1256
ydcF	589	-0.1744	0.002154	4.2923
gapC_2	589	0.2125	2.3e-05	5.2683
gapC_1	589	0.1826	0.0008794	4.5008
cybB	589	-0.1099	0.5463	2.6781
ydcA	589	0.236	8.354e-07	5.8848
mokB	589	0.3339	8.876e-15	8.5815
trg	589	0.1387	0.06378	3.3942
ydcJ	589	-0.01848	0.9428	0.4479
mdoD	589	-0.07977	0.6633	1.9388
b1425	589	-0.2304	1.904e-06	5.7374
ydcH	589	-0.005023	0.9478	0.1217
rimL	589	-0.208	4.109e-05	5.1533
ydcK	589	0.06962	0.7848	1.6909
tehA	589	0.1346	0.08955	3.2912
tehB	589	0.2273	3.009e-06	5.6540
ydcL	589	0.3188	2.52e-13	8.1494
ydcM	589	0.1176	0.3232	2.8692
ydcO	589	-0.223	5.494e-06	5.5424
ydcP	589	0.03783	0.9212	0.9171
yncJ	589	-0.171	0.003109	4.2039
b1437	589	-0.3701	1.201e-18	9.6513
hicB	589	0.2261	3.538e-06	5.6241
ydcX	589	-0.2354	9.119e-07	5.8693
ydcY	589	0.04675	0.9017	1.1338
ydcZ	589	0.198	0.0001458	4.8935
mnaT	589	0.1065	0.6791	2.5948
curA	589	0.2765	1.07e-09	6.9713
yncD	589	-0.1332	0.1007	3.2550
yncE	589	0.06044	0.8486	1.4671
yncG	589	0.2328	1.346e-06	5.7998
yncH	589	-0.2596	2.006e-08	6.5135
rhsE	589	-0.1744	0.00217	4.2905
ydcD	589	0.3238	8.418e-14	8.2931
yncI	589	-0.05952	0.8535	1.4445
pptA	589	-0.0173	0.9435	0.4191
yddH	589	0.163	0.006973	4.0030
yddE	589	-0.2054	5.765e-05	5.0851
yddJ	589	-0.244	2.477e-07	6.0963
yddK	589	-0.3217	1.346e-13	8.2319
yddL	589	0.04938	0.8941	1.1979
sra	589	-0.004971	0.9478	0.1204
bdm	589	0.09924	0.05447	2.4164
osmC	589	0.2338	1.158e-06	5.8268
dosC	589	-0.128	0.1504	3.1275
yddW	589	0.1028	0.855	2.5036
pqqL	589	-0.4067	3.767e-23	10.7860
yddB	589	-0.4046	7.037e-23	10.7204
yddA	589	-0.3937	1.771e-21	10.3763
ydeN	589	-0.187	0.0005352	4.6125
safA	589	-0.2908	7.494e-11	7.3643
ydeP	589	-0.3898	5.333e-21	10.2565
ydeQ	589	-0.3105	1.464e-12	7.9141
ydeR	589	-0.3267	4.441e-14	8.3760
ydeS	589	-0.1841	0.0007453	4.5383
ydeT	589	0.1513	0.02132	3.7078
ydeU	589	0.2435	2.702e-07	6.0814
ydeK	589	0.1496	0.02472	3.6669
lsrK	589	0.04425	0.908	1.0731
lsrA	589	-0.1463	0.03324	3.5839
lsrC	589	0.2992	1.469e-11	7.5962
lsrD	589	0.149	0.02616	3.6511
lsrB	589	0.2367	7.568e-07	5.9022
lsrF	589	0.3176	3.262e-13	8.1153
lsrG	589	-0.006693	0.9475	0.1622
yneE	589	-0.3236	8.825e-14	8.2870
yneF	589	0.2477	1.381e-07	6.1956
yneG	589	0.2149	1.671e-05	5.3306
yneK	589	-0.3069	3.066e-12	7.8135
marC	589	0.1231	0.2173	3.0060
marB	589	-0.08432	0.58	2.0503
ydeE	589	0.2494	1.062e-07	6.2397
ydeH	589	0.03164	0.9306	0.7670
ydeI	589	0.169	0.003823	4.1534
ydeJ	589	-0.1933	0.0002577	4.7724
dcp	589	0.1983	0.0001403	4.9017
ydfZ	589	0.08187	0.6278	1.9902
ydfI	589	-0.2977	1.973e-11	7.5546
ydfJ	589	-0.251	8.179e-08	6.2833
tfaQ	589	0.3026	7.393e-12	7.6921
ydfN	589	0.05781	0.8619	1.4029
nohA	589	0.2698	3.542e-09	6.7877
ydfO	589	-0.1623	0.007513	3.9839
gnsB	589	0.3663	3.211e-18	9.5381
ynfN	589	-0.1329	0.1026	3.2490
cspI	589	0.1568	0.01271	3.8470
ydfP	589	0.007314	0.9474	0.1772
rrrQ	589	-0.07224	0.7599	1.7548
ydfR	589	-0.2742	1.633e-09	6.9069
essQ	589	-0.2471	1.54e-07	6.1772
cspF	589	-0.06477	0.8224	1.5725
ydfT	589	0.2649	8.166e-09	6.6569
ydfU	589	-0.2028	8.024e-05	5.0177
rem	589	-0.1232	0.2155	3.0088
hokD	589	0.1131	0.4411	2.7576
relE	589	-0.3222	1.203e-13	8.2466
ydfV	589	-0.1484	0.02762	3.6360
flxA	589	-0.09131	0.3962	2.2214
ydfW	589	-0.234	1.121e-06	5.8325
ydfX	589	0.07328	0.7489	1.7803
ydfA	589	-0.3429	1.093e-15	8.8427
ydfB	589	-0.2759	1.205e-09	6.9533
rzpQ	589	0.2486	1.21e-07	6.2178
dicF	589	0.1531	0.01804	3.7532
dicB	589	-0.3594	1.916e-17	9.3296
ydfD	589	-0.2908	7.522e-11	7.3637
ydfE	589	-0.36	1.625e-17	9.3490
intQ	589	-0.2833	3.084e-10	7.1575
rspB	589	-0.4062	4.415e-23	10.7694
rspA	589	-0.3871	1.154e-20	10.1721
ynfA	589	0.2157	1.499e-05	5.3517
ynfB	589	0.1859	0.0006057	4.5849
ynfC	589	-0.245	2.138e-07	6.1215
ynfD	589	0.06625	0.8119	1.6088
dmsD	589	0.07098	0.7723	1.7241
ynfK	589	0.1406	0.05452	3.4408
ynfM	589	-0.2087	3.783e-05	5.1699
asr	589	0.1436	0.04237	3.5144
ydgD	589	-0.1882	0.0004655	4.6435
tqsA	589	-0.2982	1.765e-11	7.5703
ydgH	589	0.1801	0.001166	4.4362
ydgC	589	0.2724	2.214e-09	6.8603
rstB	589	0.1298	0.1315	3.1707
tus	589	-0.3002	1.188e-11	7.6259
ydgA	589	0.1981	0.0001432	4.8973
uidC	589	-0.04789	0.8985	1.1615
uidB	589	-0.1379	0.06821	3.3740
uidA	589	-0.05394	0.8784	1.3088
hdhA	589	0.2358	8.644e-07	5.8787
ydgJ	589	0.1823	0.0009164	4.4914
cnu	589	0.1527	0.01869	3.7437
ydgK	589	0.2688	4.209e-09	6.7609
rsxA	589	0.1035	0.8195	2.5206
rsxB	589	0.1737	0.002325	4.2739
rsxC	589	0.2303	1.933e-06	5.7346
rsxD	589	0.2942	3.933e-11	7.4568
rsxG	589	0.2628	1.182e-08	6.5983
rsxE	589	-0.02189	0.9404	0.5306
nth	589	-0.1088	0.5838	2.6529
gstA	589	0.2059	5.403e-05	5.0983
mliC	589	0.1634	0.006726	4.0122
slyB	589	0.159	0.01035	3.9010
ydhI	589	-0.1575	0.01193	3.8639
ydhJ	589	-0.1453	0.03633	3.5586
ydhK	589	-0.2497	1.011e-07	6.2479
ydhF	589	0.1322	0.1089	3.2305
ydhL	589	-0.2003	0.0001096	4.9533
nemA	589	0.0156	0.9444	0.3779
rnt	589	0.3231	9.813e-14	8.2732
lhr	589	0.09024	0.43	2.1952
ydhO	589	0.257	3.102e-08	6.4429
ydhP	589	-0.2688	4.217e-09	6.7606
ydhC	589	0.03809	0.9208	0.9236
mdtK	589	-0.08932	0.457	2.1728
ydhQ	589	0.2488	1.174e-07	6.2229
ydhR	589	-0.04307	0.9108	1.0445
ydhS	589	0.1607	0.008728	3.9454
ydhT	589	0.2509	8.382e-08	6.2793
ydhU	589	-0.07859	0.6814	1.9099
ydhX	589	0.2233	5.298e-06	5.5492
ydhW	589	-0.1272	0.1597	3.1081
ydhV	589	-0.01522	0.9446	0.3689
ydhY	589	0.2199	8.495e-06	5.4603
ydhZ	589	0.06962	0.7848	1.6909
ynhG	589	0.0625	0.8369	1.5172
ydiH	589	0.05822	0.8599	1.4131
ydiI	589	-0.2238	4.891e-06	5.5641
ydiJ	589	0.2274	2.957e-06	5.6572
ydiK	589	0.3155	5.109e-13	8.0556
ydiL	589	-0.3173	3.473e-13	8.1070
ydiM	589	-0.1996	0.0001197	4.9350
ydiN	589	-0.2968	2.34e-11	7.5306
ydiF	589	-0.2998	1.298e-11	7.6136
ydiO	589	-0.2307	1.836e-06	5.7440
ydiQ	589	-0.1261	0.174	3.0798
ydiR	589	0.1899	0.0003834	4.6861
ydiS	589	0.02913	0.9336	0.7060
ydiT	589	-0.07257	0.7564	1.7629
ppsR	589	0.04966	0.8932	1.2048
ydiE	589	-0.02146	0.9407	0.5200
ydiU	589	0.1066	0.6753	2.5969
ydiV	589	-0.1888	0.0004336	4.6591
nlpC	589	0.233	1.313e-06	5.8043
pheM	589	-0.1946	0.000219	4.8073
rplT	589	0.1852	0.000661	4.5654
rpmI	589	0.1732	0.00246	4.2604
infC	589	0.1279	0.1524	3.1233
arpB_1	589	-0.255	4.286e-08	6.3901
arpB_2	589	-0.3157	4.945e-13	8.0600
ydiY	589	-0.3539	7.57e-17	9.1666
ydiZ	589	0.1588	0.0105	3.8974
yniA	589	-0.2436	2.658e-07	6.0842
yniB	589	0.3416	1.466e-15	8.8065
yniC	589	0.06837	0.7955	1.6603
ydjM	589	0.2763	1.109e-09	6.9658
ydjN	589	-0.1687	0.003933	4.1464
ydjO	589	-0.3126	9.391e-13	7.9741
cedA	589	-0.2541	4.99e-08	6.3651
chbG	589	-0.3895	5.903e-21	10.2455
chbA	589	0.03598	0.9243	0.8724
chbC	589	-0.03114	0.9312	0.7548
chbB	589	0.3387	2.924e-15	8.7208
cho	589	0.08551	0.5541	2.0795
ves	589	-0.2263	3.449e-06	5.6289
spy	589	0.2087	3.794e-05	5.1693
xthA	589	0.319	2.403e-13	8.1557
ydjX	589	-0.04183	0.9135	1.0142
ydjY	589	0.03005	0.9325	0.7285
ydjZ	589	0.2338	1.167e-06	5.8254
ynjA	589	0.279	6.82e-10	7.0392
ynjB	589	-0.0433	0.9102	1.0502
ynjC	589	0.1413	0.05135	3.4584
ynjD	589	-0.1249	0.1905	3.0500
ynjE	589	0.1783	0.001418	4.3908
ynjF	589	0.2632	1.105e-08	6.6089
ynjH	589	-0.1235	0.2113	3.0154
ynjI	589	-0.3749	3.339e-19	9.7971
topB	589	0.302	8.308e-12	7.6759
ydjA	589	0.1626	0.007271	3.9923
sppA	589	-0.08936	0.4559	2.1737
ydjE	589	-0.08772	0.5009	2.1334
ydjG	589	-0.3438	8.675e-16	8.8711
ydjH	589	-0.2102	3.113e-05	5.2086
ydjJ	589	-0.2484	1.236e-07	6.2142
ydjK	589	-0.197	0.0001637	4.8692
ydjL	589	-0.1052	0.7386	2.5619
yeaC	589	-0.05354	0.8799	1.2989
yeaD	589	0.03371	0.9278	0.8171
mipA	589	0.3254	5.978e-14	8.3376
yeaG	589	-0.1401	0.05688	3.4282
yeaH	589	-0.09097	0.4072	2.2131
yeaI	589	0.05388	0.8786	1.3072
yeaJ	589	0.005455	0.9478	0.1322
yeaK	589	0.1938	0.000242	4.7860
yoaI	589	0.06956	0.7853	1.6893
yeaL	589	-0.2235	5.094e-06	5.5565
yeaN	589	0.09907	0.06388	2.4122
yeaO	589	0.1844	0.0007256	4.5444
yoaF	589	0.3454	5.923e-16	8.9179
yeaP	589	0.0001445	0.9482	0.0035
yeaQ	589	0.05312	0.8815	1.2889
yoaG	589	-0.2494	1.054e-07	6.2409
yeaR	589	0.03775	0.9214	0.9154
leuE	589	-0.2584	2.474e-08	6.4796
yeaW	589	-0.2438	2.555e-07	6.0910
yeaX	589	0.2162	1.391e-05	5.3661
rnd	589	0.2097	3.295e-05	5.1973
yeaY	589	0.05102	0.8888	1.2378
tsaB	589	0.2933	4.64e-11	7.4332
yoaA	589	0.2578	2.738e-08	6.4632
yoaB	589	0.2539	5.138e-08	6.3603
yoaC	589	0.1264	0.17	3.0875
yoaH	589	-0.02849	0.9343	0.6905
nudL	589	0.04208	0.913	1.0204
yoaD	589	0.1971	0.0001619	4.8715
yoaE	589	-0.02185	0.9404	0.5296
yobD	589	-0.01862	0.9427	0.4513
mntP	589	0.03268	0.9292	0.7923
rlmA	589	0.1952	0.0002047	4.8218
yobF	589	0.2983	1.747e-11	7.5718
yebO	589	0.04701	0.901	1.1402
mgrB	589	0.3632	7.101e-18	9.4459
yebQ	589	-0.09716	0.1624	2.3653
htpX	589	-0.04887	0.8957	1.1854
prc	589	0.2767	1.032e-09	6.9768
proQ	589	0.1284	0.1459	3.1374
msrC	589	0.321	1.558e-13	8.2127
yebS	589	-0.2575	2.842e-08	6.4572
yebT	589	-0.09534	0.2452	2.3205
rsmF	589	-0.2823	3.717e-10	7.1299
yebV	589	-0.1107	0.5161	2.6994
yebW	589	-0.1671	0.004625	4.1063
pphA	589	-0.2168	1.294e-05	5.3799
yebY	589	-0.09792	0.1249	2.3839
yebZ	589	0.2542	4.931e-08	6.3671
yobA	589	0.286	1.871e-10	7.2311
holE	589	0.01601	0.9442	0.3880
yobB	589	-0.02279	0.9397	0.5523
exoX	589	-0.07164	0.7659	1.7402
ptrB	589	-0.3174	3.386e-13	8.1103
yebE	589	-0.1732	0.002453	4.2612
yebF	589	0.3053	4.291e-12	7.7673
yebG	589	0.1553	0.01469	3.8087
yebA	589	0.008868	0.947	0.2149
ruvB	589	-0.08513	0.5626	2.0701
ruvA	589	0.3549	5.857e-17	9.1972
yebB	589	0.006961	0.9475	0.1687
ruvC	589	0.05765	0.8626	1.3990
yebC	589	0.2693	3.85e-09	6.7748
yecD	589	-0.1509	0.02209	3.6979
yecE	589	0.1132	0.4378	2.7603
yecN	589	0.1653	0.005565	4.0600
cmoA	589	-0.1408	0.0535	3.4463
cmoB	589	-0.201	0.0001006	4.9711
cutC	589	0.246	1.822e-07	6.1487
yecM	589	0.3299	2.199e-14	8.4662
yecT	589	-0.3268	4.37e-14	8.3780
flhE	589	0.2442	2.401e-07	6.1016
flhA	589	0.0002768	0.9482	0.0067
flhB	589	0.1037	0.8087	2.5259
cheZ	589	-0.02094	0.9411	0.5073
cheY	589	0.07871	0.6796	1.9129
cheB	589	0.1318	0.1122	3.2210
cheR	589	0.1719	0.002811	4.2283
tap	589	0.1276	0.1548	3.1182
tar	589	0.06956	0.7853	1.6893
cheW	589	0.1557	0.01417	3.8182
cheA	589	0.007641	0.9473	0.1851
motB	589	-0.153	0.01821	3.7507
motA	589	-0.003097	0.9481	0.0750
uspC	589	-0.08782	0.4983	2.1358
araH_2	589	-0.05239	0.8841	1.2712
ftnB	589	0.1867	0.0005573	4.6035
b1903	589	-0.2968	2.365e-11	7.5290
yecR	589	0.006442	0.9476	0.1561
ftnA	589	0.1253	0.1852	3.0593
yecH	589	0.2162	1.398e-05	5.3650
yecA	589	-0.1314	0.1154	3.2122
uvrC	589	0.2694	3.759e-09	6.7785
yecF	589	0.2871	1.53e-10	7.2606
yecC	589	0.2165	1.349e-05	5.3720
yecS	589	0.2104	3.033e-05	5.2138
fliY	589	0.1493	0.02555	3.6578
fliC	589	0.1664	0.004982	4.0878
fliD	589	0.02119	0.9409	0.5136
fliS	589	0.0001583	0.9482	0.0038
fliT	589	0.1275	0.156	3.1156
yedD	589	0.2874	1.444e-10	7.2690
yedE	589	0.02947	0.9332	0.7144
yedF	589	0.1697	0.003545	4.1719
yedK	589	0.0774	0.6984	1.8809
yedL	589	0.03845	0.9201	0.9323
yedN_2	589	-0.279	6.862e-10	7.0383
yedN_1	589	-0.3273	3.894e-14	8.3929
yedM	589	-0.2538	5.244e-08	6.3570
intG	589	-0.3048	4.765e-12	7.7528
fliE	589	-0.03584	0.9245	0.8689
fliF	589	0.294	4.095e-11	7.4510
fliG	589	0.1969	0.0001672	4.8647
fliH	589	-0.1845	0.0007102	4.5492
fliI	589	-0.109	0.5797	2.6556
fliJ	589	-0.05866	0.8578	1.4237
fliK	589	-0.1907	0.0003488	4.7068
fliL	589	0.02221	0.9402	0.5383
fliM	589	-0.1974	0.0001559	4.8795
fliN	589	-0.01639	0.944	0.3972
fliO	589	-0.07839	0.6843	1.9051
fliP	589	-0.04416	0.9083	1.0710
fliQ	589	-0.02569	0.9372	0.6227
fliR	589	-0.2528	6.186e-08	6.3297
dsrB	589	0.2329	1.325e-06	5.8027
yodD	589	-0.0872	0.5139	2.1209
dsrA	589	-0.1019	0.905	2.4806
yedP	589	0.236	8.335e-07	5.8852
yedQ	589	0.2262	3.515e-06	5.6254
yodC	589	0.006754	0.9475	0.1636
yedI	589	0.3646	5.049e-18	9.4856
yedA	589	-0.2682	4.63e-09	6.7460
vsr	589	0.3176	3.261e-13	8.1153
dcm	589	0.005915	0.9477	0.1433
yedJ	589	0.2858	1.956e-10	7.2246
yedR	589	-0.01206	0.946	0.2922
yedS_1	589	0.1622	0.007577	3.9818
yedS_2	589	-0.249	1.14e-07	6.2278
yedS_3	589	-0.2382	6.04e-07	5.9419
hchA	589	0.1003	0.991	2.4434
yedV	589	-0.2218	6.488e-06	5.5112
yedX	589	-0.3581	2.617e-17	9.2928
yedY	589	-0.1044	0.7761	2.5423
yedZ	589	-0.3362	5.251e-15	8.6476
zinT	589	-0.3712	8.913e-19	9.6854
yodB	589	-0.3305	1.932e-14	8.4827
mtfA	589	0.1787	0.001365	4.3996
yeeJ	589	-0.2889	1.076e-10	7.3120
yeeL_2	589	0.05375	0.8791	1.3042
yeeL_1	589	-0.2135	2.005e-05	5.2952
yeeN	589	-0.1825	0.0008921	4.4975
yeeO	589	-0.296	2.731e-11	7.5087
erfK	589	0.06518	0.8196	1.5825
yoeA	589	-0.2366	7.705e-07	5.8991
yoeE	589	0.1394	0.06056	3.4096
yeeP	589	0.1693	0.003686	4.1624
flu	589	0.09245	0.3573	2.2496
yeeR	589	0.07924	0.6715	1.9259
yeeS	589	-0.1572	0.01221	3.8578
yeeT	589	0.0223	0.9401	0.5403
cbeA	589	0.1391	0.06193	3.4030
cbtA	589	-0.1628	0.007101	3.9984
yeeW	589	0.2983	1.739e-11	7.5725
yeeX	589	0.2013	9.659e-05	4.9794
yeeA	589	0.2063	5.116e-05	5.1093
sbmC	589	0.2053	5.854e-05	5.0820
sbcB	589	0.2781	8.01e-10	7.0150
yeeD	589	0.06638	0.811	1.6118
yeeE	589	0.01871	0.9426	0.4533
plaP	589	0.01395	0.9452	0.3381
yeeZ	589	-0.1401	0.05691	3.4281
hisL	589	0.3119	1.098e-12	7.9530
wbbL_1	589	0.1091	0.5758	2.6582
galF	589	0.2786	7.328e-10	7.0284
wcaM	589	-0.3232	9.764e-14	8.2738
wcaL	589	0.1427	0.04571	3.4924
wzxC	589	-0.2398	4.712e-07	5.9853
wcaJ	589	-0.2136	1.977e-05	5.2979
wcaI	589	0.191	0.0003369	4.7144
wcaF	589	0.294	4.023e-11	7.4536
wcaE	589	0.04307	0.9108	1.0445
wcaD	589	-0.1212	0.2493	2.9594
wcaC	589	0.1219	0.2385	2.9745
wcaB	589	-0.01238	0.9458	0.3000
wcaA	589	-0.03452	0.9266	0.8369
wzc	589	0.1501	0.02376	3.6779
wzb	589	-0.04187	0.9134	1.0153
wza	589	0.003441	0.948	0.0834
yegH	589	0.2749	1.427e-09	6.9275
asmA	589	0.2861	1.845e-10	7.2333
yegE	589	0.1791	0.0013	4.4110
alkA	589	0.2907	7.639e-11	7.3615
yegD	589	0.04233	0.9124	1.0265
yegI	589	-0.1523	0.01938	3.7338
yegJ	589	-0.3155	5.167e-13	8.0541
yegK	589	0.1895	0.0004005	4.6766
yegL	589	-0.1799	0.001191	4.4313
mdtA	589	0.165	0.005693	4.0543
mdtB	589	-0.2816	4.202e-10	7.1116
mdtC	589	-0.009315	0.9469	0.2257
mdtD	589	-0.2525	6.445e-08	6.3229
baeS	589	0.3163	4.321e-13	8.0779
yegP	589	-0.1241	0.2017	3.0310
yegQ	589	0.07077	0.7743	1.7188
yegZ	589	0.04307	0.9108	1.0445
b2084	589	-0.2821	3.888e-10	7.1232
yegR	589	-0.2735	1.827e-09	6.8897
yegS	589	0.1062	0.6896	2.5888
gatR_2	589	0.1183	0.308	2.8862
yegT	589	-0.2997	1.331e-11	7.6101
yegU	589	-0.07139	0.7684	1.7340
yegV	589	-0.09048	0.4223	2.2013
yegX	589	-0.3225	1.128e-13	8.2550
rcnA	589	-0.2672	5.511e-09	6.7188
rcnB	589	0.136	0.07977	3.3266
yehA	589	-0.1859	0.0006091	4.5837
yehB	589	0.1956	0.0001955	4.8316
yehC	589	-0.2437	2.591e-07	6.0886
yehD	589	-0.05746	0.8635	1.3945
yehE	589	0.1984	0.0001389	4.9038
mrp	589	0.2405	4.276e-07	6.0021
molR_1	589	-0.4329	9.045e-27	11.6344
molR_2	589	-0.04308	0.9108	1.0448
molR_3	589	0.03442	0.9267	0.8344
yehI	589	-0.2813	4.448e-10	7.1032
yehL	589	-0.03589	0.9245	0.8701
yehM	589	-0.1148	0.3938	2.7988
yehP	589	0.1596	0.009754	3.9166
yehQ	589	0.1741	0.002231	4.2839
yehR	589	-0.2988	1.572e-11	7.5867
yehS	589	0.2537	5.291e-08	6.3555
yehU	589	0.3386	2.978e-15	8.7185
yohC	589	-0.07981	0.6627	1.9398
yohD	589	0.3234	9.328e-14	8.2798
yohF	589	0.1975	0.000154	4.8820
mdtQ	589	0.2831	3.224e-10	7.1510
yohH	589	0.3202	1.864e-13	8.1891
dusC	589	0.2508	8.477e-08	6.2774
yohJ	589	0.2134	2.039e-05	5.2918
yohK	589	0.2794	6.374e-10	7.0494
sanA	589	0.01789	0.9431	0.4336
yeiS	589	0.04275	0.9115	1.0367
yeiB	589	0.1539	0.01668	3.7745
yeiH	589	0.1709	0.003134	4.2020
nfo	589	0.4074	3.088e-23	10.8069
yeiI	589	0.2327	1.358e-06	5.7983
nupX	589	0.1546	0.01563	3.7919
yeiM	589	0.2571	3.069e-08	6.4446
psuG	589	0.3068	3.155e-12	7.8095
psuK	589	0.1222	0.2322	2.9836
yeiP	589	0.07508	0.7283	1.8242
yeiQ	589	-0.12	0.2736	2.9274
yeiR	589	0.3268	4.396e-14	8.3773
spr	589	0.2801	5.567e-10	7.0697
rtn	589	0.1265	0.1688	3.0898
yejA	589	-0.2377	6.463e-07	5.9300
yejB	589	-0.1988	0.0001322	4.9141
yejE	589	-0.04439	0.9077	1.0764
yejF	589	0.126	0.1751	3.0778
yejG	589	-0.1385	0.06507	3.3882
bcr	589	0.0582	0.86	1.4124
rsuA	589	0.1931	0.0002618	4.7691
yejH	589	0.07037	0.778	1.7092
rplY	589	0.2109	2.851e-05	5.2260
yejK	589	0.1783	0.001418	4.3908
yejL	589	0.1279	0.1515	3.1251
yejM	589	-0.09264	0.3506	2.2542
yejO	589	0.3037	5.888e-12	7.7236
ccmH	589	0.3336	9.347e-15	8.5750
ccmG	589	0.2764	1.098e-09	6.9674
ccmF	589	0.3588	2.184e-17	9.3142
napD	589	0.373	5.568e-19	9.7390
napF	589	0.3141	6.873e-13	8.0160
eco	589	0.4537	6.592e-30	12.3339
yojI	589	0.169	0.003811	4.1542
alkB	589	-0.2321	1.492e-06	5.7814
apbE	589	0.3049	4.616e-12	7.7572
rcsD	589	0.3808	6.631e-20	9.9786
rcsC	589	0.2571	3.039e-08	6.4463
atoS	589	-0.2985	1.688e-11	7.5766
yfaP	589	0.008404	0.9471	0.2036
yfaQ	589	-0.3624	8.848e-18	9.4203
yfaS_2	589	-0.2897	9.334e-11	7.3325
yfaS_1	589	0.009349	0.9469	0.2265
yfaT	589	-0.2284	2.569e-06	5.6829
yfaA	589	-0.282	3.901e-10	7.1227
gyrA	589	0.1768	0.001674	4.3519
yfaL	589	0.2316	1.602e-06	5.7686
yfaE	589	0.165	0.005709	4.0536
inaA	589	0.2476	1.414e-07	6.1915
yfaH	589	-0.2233	5.237e-06	5.5514
yfaD	589	0.01989	0.9419	0.4821
yfaW	589	0.1805	0.001111	4.4473
yfaY	589	-0.07579	0.7195	1.8416
yfaZ	589	0.02307	0.9395	0.5591
ais	589	-0.3298	2.24e-14	8.4639
pmrD	589	0.2827	3.469e-10	7.1401
elaB	589	0.1353	0.08461	3.3086
elaA	589	0.2277	2.808e-06	5.6666
ecoZ	589	-0.008366	0.9472	0.2027
elaD	589	-0.1397	0.05881	3.4184
yfbK	589	-0.03771	0.9214	0.9143
yfbL	589	0.1212	0.2497	2.9588
yfbM	589	-0.1958	0.0001901	4.8375
yfbN	589	-0.1664	0.004969	4.0885
yfbO	589	-0.352	1.209e-16	9.1105
yfbP	589	-0.3418	1.391e-15	8.8130
yfbS	589	-0.2395	4.971e-07	5.9760
yfbT	589	0.2671	5.656e-09	6.7147
yfbU	589	0.2415	3.663e-07	6.0290
yfbV	589	-0.1034	0.8222	2.5193
yfcC	589	0.1509	0.02209	3.6980
yfcD	589	-0.2882	1.228e-10	7.2926
yfcE	589	0.3012	9.732e-12	7.6538
yfcF	589	-0.1152	0.3817	2.8100
yfcG	589	0.08734	0.5105	2.1242
yfcH	589	0.03438	0.9268	0.8336
yfcI	589	0.238	6.232e-07	5.9364
cvpA	589	-0.0964	0.1984	2.3465
dedD	589	0.3358	5.692e-15	8.6375
dedA	589	0.274	1.677e-09	6.9029
truA	589	0.2974	2.09e-11	7.5466
usg	589	0.2458	1.871e-07	6.1442
flk	589	-0.04025	0.9167	0.9759
yfcJ	589	0.1916	0.0003135	4.7301
mnmC	589	0.1353	0.08448	3.3091
yfcL	589	-0.183	0.0008481	4.5090
epmC	589	0.2754	1.308e-09	6.9408
